catalog_number,location
16896,"Mine Kerktade, Switzerland"
16897,"Domaniale, Mine Kerktade, Switzerland"
16900,"Mine Grevasalvas, Bivio, Grisons, Switzerland"
16906,"Kibo, Kilimanjaro, Tanzania"
16907,"Bettingen, Basel-Stadt, Switzerland"
16910,"Ponte, Brissago, Ticino, Switzerland"
16911,"Stazione di Ranzo, Sant'Abbondio, Ticino, Switzerland"
16912,"Passo della Barra, Ticino, Switzerland"
16913,"Porto Ceresio/ Besano,Varese, Italy"
16915,"Porto Ceresio/ Besano, Varese, Italy"
16920,"Besano, Varese, Italy"
16921,"nördl. R. Poncini, Ticino, Switzerland"
16922,"Strasse im Riale Vallone near Besano, Varese, Italy"
16923,"Rivera, Ticino, Switzerland"
16934,"Stanzvik, Finland"
16935,"Untersulzbach, Pinzgau, Tirol, Austria"
14763,Chendroug
14736,"Rhonelamme near Mühlebach, Fiesch, Switzerland"
14738,"Spitzi Flue, Täsch, Valais, Switzerland"
14739,"Laghetti, Fusio, Ticino, Switzerland"
14744,"Goldfield, Esmeralda County, Nevada, USA"
14745,"Forbes Clay Pit, Missouri, USA"
14752,"Rossibrod, Ural, USSR"
14753,"Frederiksvärn, Finland"
14766,"Romanèche, Mâcon, Lyon, Saône et Loire, France"
14802,"Bochovice near Trebic, Czechoslovakia"
14803,"Rosna near Bystrice, Czechoslovakia"
14805,"Dobra Voda near Velké, Czechoslovakia"
14806,"Hermanov near Krizanov, Czechoslovakia"
14807,"Radkovice near Biskubice, Czechoslovakia"
14808,"Vapenna near Jesenik, Czechoslovakia"
14809,"Zulova near Jesenik, Czechoslovakia"
14811,"Nacetin near Pobezovice, Czechoslovakia"
14812,"Komna, Czechoslovakia"
14814,"Borislav near Teplice, Czechoslovakia"
14815,"Domaninek near Bystrice, Czechoslovakia"
14817,"Cyrilov near Velké, Czechoslovakia"
14819,"Nova Ves near Rymarov, Czechoslovakia"
14823,"Nova Ves near Cesky, Czechoslovakia"
14824,"Petrov nad Desnon, Czechoslovakia"
14825,"Zalesi near Jarornik, Czechoslovakia"
14826,"Zverotice near Sobeslav, Czechoslovakia"
14827,"Smpcek near Nedvedice, Czechoslovakia"
14828,"Bukov near Rozna, West-Mähren, Czechoslovakia"
14829,"Vezna near Rozna, Czechoslovakia"
14833,"Bratschi, Göscheneralp, Switzerland"
14838,"Kimberly, Western Australia, Australia"
14840,"Flachsgarten, Guttannen, Bern, Switzerland"
14844,"Gora Blagodat, Ural, USSR"
14847,Lébiajaia
14849,"Boston Hill, Silver City, New Mexico, USA"
14855,"Perak, Malakka, Singapore"
14860,"Djebel Admar, Kairo, Egypt"
14524,"Hohe Tauern, Stubachtal, Austria"
14528,"Blue-John-Grotte near Castletown, Derbyshire, United Kingdom"
14530,"Oberpfalz, Germany"
14531,"Scordale, Westmoreland, United Kingdom"
14540,United Kingdom
14542,"The Open Bit, California, USA"
14544,"Horni Kalua, Riesengebirge, Bohemia, Czechoslovakia"
14545,"Vedrin, Belgium"
14546,"Messel near Darmstadt, Germany"
14548,"Goodsprings, Lincoln County, Georgia, USA"
14550,"Jassing, Steiermark, Austria"
14552,"Sussex County, New Jersey, USA"
14553,"Val d'Arno, Toscana, Italy"
14554,"Lanzada, Val Malenco, Italy"
14556,"Narsasuk, Greenland"
14557,"Nya Kapparberg, Sweden"
14561,"Baker Mine, California, USA"
14563,"Balur Mine, California, USA"
14588,"Monrovia, Liberia"
14589,"Plan Est de l'Ibity, Madagascar"
14591,"Laconi, Island Elba, Italy"
14592,"Evje, Norway"
14606,"Marsikov, Sobotin, Czechoslovakia"
14869,"Villejuif, Paris, France"
14870,"La Chappelle, Bretagne, France"
14871,Ufer des Toten Meeres
14872,"San Pietro, Montagnone, Italy"
14876,"Carschau, Hungary"
14877,"Mine Kaul near Brussa, Kleinasien, Turkey"
14886,Schurwenitza
14887,"Culmatsch, Tujetsch, Grisons, Switzerland"
14891,"Kimberly Goldfields, Western Australia, Australia"
14893,"St. German, Raron, Valais, Switzerland"
14566,"Divide, Nevada, USA"
14568,"Amerika near Långban, Sweden"
14571,"Crafton Center, New Hampshire, USA"
14574,"Regné, Belgium"
14576,"Alpe Rosso, Orcesco, Verbano-Cusio-Ossola, Italy"
14577,"Cava Mergozzoni, Candoglia, Mergozzo, Verbano-Cusio-Ossola, Italy"
14578,"Wergenstein, Schans, Grisons, Switzerland"
14675,"Yinnietharra, Western Australia, Australia"
14678,"Dravograd, Yugoslavia"
14679,"Calatayad, Aragonien, Spain"
14683,"Liegendlager, Ludwigsohle"
14686,"Candoglia, Mergozzo, Verbano-Cusio-Ossola, Italy"
14688,"Courroux near Delémont, Jura, Switzerland"
14690,"Tête Noire, Trient, Valais, Switzerland"
14767,"Tasikmalaya, West-Java"
14768,"Riou Pezziolon, Haute Loire, France"
14769,"Stammbach, Bavaria, Germany"
14773,"La Matriz, Guadalquivir, Spain"
14777,"Suria, Cardonner, Barcelona, Spain"
14778,"Crosol, Cardonner, Barcelona, Spain"
14700,"Massastollen, Naters, Valais, Switzerland"
14702,"Achdorf, Wutachtal, Donaueschingen, Villingen-Schweningen, Baden-Württemberg, Germany"
14704,"Lauibach (auf der Gletscheralp S Fafleralp), Lötschental, Valais, Switzerland"
14706,"Nordfuss der Pollux, Zermatt, Valais, Switzerland"
14708,"Riedlingen, Kandern, Lörrach, Baden-Württemberg, Germany"
15368,"Badamtam, Lebong, Himalaya"
14902,"Mine Altenberg, Littfeld, North Rhine-Westphalia, Germany"
14907,"Mischibach, Binn, Valais Switzerland"
14908,"Binna (nördl. Ufer), Binn, Valais, Switzerland"
14927,"Mühlesteingrube near Waldshut, Germany"
14935,"Erzkasten, Schauinsland, Germany"
28115,"Piz Ault, Grisons, Switzerland"
28116,"Schynschlucht, Switzerland"
28119,"Val Cavrein, Switzerland"
28121,"Calanda, Switzerland"
28122,"Monte San Giorgio, Switzerland"
28123,"Albula, Switzerland"
28124,"Mattmark, Saastal, Switzerland"
14962,"Brenden, Ühlingen-Birkendorf, Waldshut, Baden-Württemberg, Germany"
28127,"Gnapperkopf near Vättis, Calanda, Switzerland"
28133,"Val d'Err, Grisons, Switzerland"
15757,"Gunnis Lake, Cornwall, United Kingdom"
15758,"Island Rouma, Westafrika"
15760,"Sabnyal, Guarda, Portugal"
15761,"Val Bondasca, Bondo, Grisons, Switzerland"
28135,"Alp digl Plaz, Alp Err, Oberhalbstein, Grisons, Switzerland"
28143,"Trubinasca, Bergell, Switzerland"
28152,"Muttgletscher, Furka, Switzerland"
15035,"Egrasund, Norway"
15036,"Florence Mine, Egremont, Cumberland, United Kingdom"
15037,"Magnitgorsk, Ural, USSR"
15038,"Adorf near Waldeck, Kassel, Germany"
15039,"Serra de Aire, Portugal"
15049,"Salberg, Norway"
15050,"Ravas Palembang, Sumatra"
15029,Tampa Bay
16340,Pleisen
16341,"Mine de Fer, Giraumont, France"
16345,"Kirchberg, Sewen, Haut-Rhin, France"
16348,"Hechingen, Hegau, Germany"
14787,"Casas Novas, Barcelona, Spain"
14789,"Christophsan near Freudenstadt, Germany"
14790,"Anna near Jativa, Valencia, Spain"
14792,"Albunuelas, Granada, Spain"
14793,"Mola, Tarragona, Spain"
14794,Velez Benandolla
14795,"Kurmegala, Sri Lanka"
15102,"Lodzinka Gorna, Galizien, Poland"
15104,"Pulu Sadow, Tarakan, Borneo"
14992,"Bernau-Hof, Bernau im Schwarzwald, Waldshut, Baden-Württemberg, Germany"
14994,"Niederhövels, Siegen, Nassau, Westfalen, Germany"
14995,"Freising-Schwandorf, Oberpfalz, Germany"
14998,"Susyghyrly, Turkey"
15005,"Seboruco, Estado Tachira"
15007,"Sterling Hill Quarry, Scotland, United Kingdom"
15009,"Udjon, Kulon, West-Java"
28158,"Alp Danatz, Switzerland"
15019,Nord-Sumatra
15025,Rikianes Iceland
15026,"Neuvelles, Haute Saône, France"
15030,"Wadas, Mittel-Java"
15031,Nicolaie Maximilianowskaja
15177,"Buckshof, Mine Morgan Cty, Missouri, USA"
15191,"Ylöjärvi, Tampere, Finland"
15234,"Ural, Sibirien, USSR"
15235,"Margasati, Balapulang, Mittel-Java"
15237,"Sulzbach, Rosenberg, Oberpfalz, Germany"
15240,"Antsongombalo, Madagascar"
15241,"Maroando, Madagascar"
15244,"Mount Diablo, San Benito, California, USA"
15256,"Tetchina, Madagascar"
15257,"Antaloko, Madagascar"
15259,"Nertschinsk, Russia"
15262,"Perak, Malaya"
15263,"Habendorf, Reichenbach, Silesia, Poland"
15266,"Piermont, New York, USA"
15267,"Kirgisensteppe, Sibirien, USSR"
15269,"Granvernor, New York, USA"
15287,"Lago di Selle, Monzoni, Fassatal, Tirol, Italy"
15289,"Werchturic, Ural, USSR"
15304,"Niederkirchen, Pfalz, Germany"
15309,"Welni (Nebenfluss der Lena), USSR"
15311,"rote Felsen near Kreuznach, Germany"
15316,Gegend von Predazzo
15318,"Nilnifl, Sibirien, USSR"
15322,"Haslauer Burgstall, Eger, Bohemia, Czechoslovakia"
15373,Savoyen
15381,"Schawaldberg, Bavaria, Germany"
15384,"Gargellen, Montafon, Vorarlberg, Austria"
15433,"Vette di Vrezcna, Tirol, Italy"
15436,"Santa Barbara, California, USA"
15437,"Ozark Mountain, Missouri, USA"
15439,"Leithagebirge, Burgenland, Austria"
15440,"Camp Walker, Neu Guinea"
15441,"Sierra del Mico, Golfo Dulce"
15478,Rauschenmühle zw. Lauterecken und Kaiserslautern
15480,"G. Batuha, Südwest-Bandung, West-Java"
15481,"Mine Taritipan, Mavudu Bay, Borneo"
15482,"Ziel, Salzburg, Austria"
15491,"Schina, Bohemia, Czechoslovakia"
15495,"Einsiedeln, Bohemia, Czechoslovakia"
29201,"Duranos, France"
29202,"Manhatten, Nevada, USA"
29203,"Province Hunan, China"
29204,"Långban, Värmland, Sweden"
29205,"Ste.-Marie-aux-Mines, Haut Rhin, France"
29206,"Djebel Debar, Algeria"
29207,"Getschell Mine, Humboldt County, Nevada, USA"
29208,"Bull Moore Mine, South Dakota, USA"
29209,"Carrboyd Nickel Mine, Western Australia, Australia"
29210,"Saga, Tvedalen, Langesundfjord, Norway"
29211,innere Mongolia
29212,"near Ovan, New South Wales, Australia"
29215,"Transvaal, South Africa"
29216,"Zastava, Czechoslovakia"
29217,"Grand Junction, Colorado, USA"
29218,"Transbaikal, USSR"
29220,"Province Liaoning, China"
29221,"Sao Paulo, Brazil"
29223,"Shiromaru, Tokyo, Japan"
29224,"Matagami, Quebec, Canada"
29225,"Caralcoles, Chile"
29228,"Bicchu-cho, Okayama, Japan"
29230,"Ambrosia Lake, New Mexico, USA"
29231,"Kazakhstan, USSR"
29233,"Yellow Cal. Distr., Nevada, USA"
29234,"Jaipur, India"
29235,"Eureka County, Nevada, USA"
29237,"Evans, Quebec, Canada"
29238,USSR
29240,"Curitiba, Brazil"
29241,"Powder River, Basin, Wyoming, USA"
29242,"Sterling Hill Mine, New Jersey, USA"
29243,"Francon Quarry, Montreal, Canada"
29244,"Paramirim, Bahia, Brazil"
29245,"Ost-Transbaikal, USSR"
29247,"Alp Fortunai (Göscheneralp), Göschenen, Uri, Switzerland"
29248,"Betroka Bekily, Madagascar"
29251,"Schliersee, Oberbayern, Germany"
29252,"Montalban, Teruel, Spain"
29253,"Hall, Tirol, Steiermark, Austria"
29254,"Alpli, Elm, Glarus, Switzerland"
29260,"Giesse, Binn, Valais, Switzerland"
29261,"Gnapperchopf, Pfäfers, St. Gallen, Switzerland"
29263,"Sand, Chur, Grisons"
29264,"Gore Mt. Garnet Mine, New York, USA"
29268,"Triphylin Mine, Saudemab, Urakos, Namibia"
29269,"Bruch, Hannebacher Ley, Eifel, Germany"
29270,"Cava di Castellaccio, Val Malenco, Italy"
29271,"Pizzo di Soveltra, Prato-Sornico, Ticino, Switzerland"
29284,"Monte Camorcio, Baveno, Verbano-Cusio-Ossola, Italy"
29444,"Isiodag, Turkey"
29445,"Morogocha, Peru"
29448,"Muzsai, Beregkomitat"
29450,"Ulvityaya Oya, Sri Lanka"
29453,"Wilpattu-Nationalpark, Sri Lanka"
29454,"Blausee, Grengiols, Valais, Switzerland"
29455,"Nesté de Louron, Hautes Pyrénées, France"
29459,"Cuzzago near Pallanza, Piemonte, Italy"
29461,"Brenham, Kiowa County, Kansas, USA"
29462,"Morococha, Peru"
29463,"Irai, Rio Grande do Sul, Brazil"
29464,"Hohtenn-Tunnel, Steg-Hohtenn, Valais, Switzerland"
29471,"Mellichen, Täsch, Valais, Switzerland"
29477,"Grotta d'Oggi, Island Elba, Italy"
29478,"Capo S. Andrea, Island Elba, Italy"
29479,"Tiefenstein, Schwarzwald, Germany"
29480,"Brusson, Val de l'Evançon, Piemonte, Italy"
29482,"Roveredo, Grisons, Switzerland"
29367,"Urberg, St. Blasien, Waldshut, Baden-Württemberg, Germany"
29368,"Baerofen, Koralpe, Kärnten, Austria"
29370,"St. Leonhard, Kärnten, Austria"
29372,"Alpe della Madonna, Ticino, Switzerland"
29373,"Koblenz, Germany"
29374,"Baceno, Fonnazza, Italy"
29376,"Abtenau, Salzburg, Austria"
29378,"Mina Pereta, Scansano, Grosseto, Italy"
29379,"Sacrofano, Lazio, Italy"
29381,"Montalto di Castro, Lazio, Italy"
29382,"San Venanzo, Rieti, Italy"
29383,"Fortullino, Livorno, Italy"
29384,"Mina Buca della Vena, Alpi Apuani, Italy"
29385,"Cupaello, Casa Rufina, Rieti, Italy"
29386,"Cantiere Salvene, Italy"
29387,"Monterotondo, Toscana, Italy"
29416,"Cornaux, Neuchâtel, Switzerland"
29419,"Escalet, Opalküste, France"
29421,"Intelvai, Crodo, Italy"
29423,"Fischbachtal, Idar-Oberstein an der Nahe, Germany"
29424,"Mine la Macklaine, Neu-Kaledonien"
29425,"Arlesberg near Aalen, Württemberg, Germany"
29426,"Mine Rossbach, Germany"
29428,"Altenberge, East Germany, Germany"
29429,"Arlsberg, Thuringia, Germany"
29431,Colombia
29435,"Tarakan, Ost-Borneo"
29437,"Kommern, Eifel, Germany"
29438,"Rengersdorf, Silesia, Poland"
29442,"Bad Ischl, Germany"
29484,"Riedisheim, Mulhouse, France"
29485,"Zakynthos, Kalamaki, Greece (Coll. N. Mayo)"
29487,"Mina Augustina, Spain"
29488,"Mina Nieves, Spain"
29489,"Col de Montmirat, France"
29490,"Mine 79, Gila County, Arizona, USA"
29491,"Bouse, Arizona, USA"
29492,"Virgin Valley, Nevada, USA"
29493,"Lanzarote, Kanarische Inseln, Spain"
29494,"Larvik, Norway"
29497,"Val Graveglia, Italy"
29498,"unterhalb Chummibord, Grengiols, Valais, Switzerland"
29499,"Thomas Mountains, Utah, USA"
29500,"ehemalige Bleimine Goppenstein, Ferden, Valais, Switzerland"
29508,"Lötschen, Rothenberg, Wiler (Lötschen), Valais, Switzerland"
29511,"Mica, Duncan, Arizona, USA"
29514,Antarktis
29515,"Bellerberg, Eifel, Germany"
29517,"Barkevik, Norway"
29521,"Syssersk, Ural, USSR"
29525,"Bukov, Czechoslovakia"
29528,"Emmelsberg near Daun, Eifel, Rheinland, Germany"
29529,"Nickenicher Sattelberg, Eifel, Rheinland, Germany"
29531,"Arensberg, Eifel, Rheinland, Germany"
29559,"Mine Leonie, Auerbach, Oberpfalz, Germany"
29571,"Champagnole, Jura, Franche-Comté, France"
29574,"Lötschen, Valais, Switzerland"
29578,"Segnes, Disentis/Mustér, Grisons, Switzerland"
29579,"Wannigletscher, Binn, Valais, Switzerland"
29580,Nigeria
29582,"Wessel Mine, South Africa"
29583,"Mont Saint Hilaire, Quebec, Canada"
29587,"Ludvina, Sweden"
29588,"Nordmark, Sweden"
29589,"Lana, Karlshoge, Sweden"
29596,"Bernau, St. Blasien, Schwarzwald, Germany"
29600,"Bad Säckingen, Waldshut, Baden-Württemberg, Germany"
29605,"Ojos Negros, Teruel, Spain"
29608,"Teruel, Spain"
29609,"Cuevas Labradas, Spain"
29610,"Cerro de la Plata, Teruel, Spain"
29612,"Minglanilla, Spain"
29613,"Aljezar, Spain"
29615,"Castralvo, Spain"
29617,"Pechtelsgrün, Vogtland, Saxony, Germany"
29618,"Burg am Fieschergletscher, Fieschertal, Valais, Switzerland"
29628,"Hostettbach, Guttannen, Bern, Switzerland"
29633,"Grimselpasshöhe, Guttannen, Bern, Switzerland"
29634,"Sidelhorn/Sidelenhorn Oberaar, Guttannen, Bern, Switzerland"
29635,"Nickenicher Sattel, Eifel, Rheinland, Germany"
29649,"Valle della Creda, Morbio superiore, Ticino, Switzerland"
29650,"Phang Daen, Thailand"
29652,"San Obispo, California, USA"
29653,Korea
29654,"Tanatzalp (Alp Danaz), Splügen, Grisons, Switzerland"
29659,"Onverwacht, Transvaal, South Africa"
29660,"La Coruna, Spain"
29663,"Mannersdorf, Nieder-Österreich"
29664,"Mieslingtal, Nieder-Österreich"
29665,"Amstall, Nieder-Österreich"
29666,"Stixneusiedl, Nieder-Österreich"
29667,"Männersdorf, Nieder-Österreich"
29672,"Maiersch, Nieder-Österreich"
29533,"Mt. Pass Station Co., California, USA"
29537,"Bad Ems, Germany"
29540,"Herborn-Seelbach, Germany"
29542,"Peine, Germany"
29543,"Montreal, Canada"
29544,"Yukon Territory, Canada"
29549,"Rissani, Morocco"
29554,"Ebenalp, Schwende, Appenzell-Innerrhoden, Switzerland"
29555,"Solothurn, Switzerland"
29556,"Wilera, Bellwald, Valais, Switzerland"
29558,"Ramsbeck, Sauerland, Germany"
29675,"Karlstetten, Nieder-Österreich"
29676,"Neusiedl, Burgenland, Austria"
29677,"Hof-Lgb, Nieder-Österreich"
29678,"Alland, Nieder-Österreich"
29679,"Schlaining, Burgenland, Austria"
29693,"Gere, Oberwald, Valais, Switzerland"
29702,"Minstigertal (Münstigertal), Münster, Valais, Switzerland"
29703,"Faflertal (near Chrindelspitza), Blatten, Valais, Switzerland"
29704,"Castione, Castione-Arbedo, Ticino, Switzerland"
29707,"Pisella (Val Pisello), Castaneda, Grisons, Switzerland"
29711,"Elbensgebirge, Mazenderan, Iran"
29712,"Redjang Lebong, Sumatra, Indonesia"
29714,"Mine Gonzen, Sargans, St. Gallen, Switzerland"
29715,"Rothenberg, Bell, Eifel, Rheinland, Germany"
29716,"Rivasco, Premia, Verbano-Cusio-Ossola, Italy"
29717,"Tieftobel, Wiesen, Grisons, Switzerland"
29720,"Soengei Serdang, Djelapang, Sumatra, Indonesia"
29740,"südöstl. Grevasalvas, Sils im Engadin/Segl, Grisons, Switzerland"
29741,"nordöstl. Blaunca, Sils im Engadin/Segl, Switzerland"
29747,"Emmelberg near Üdersdorf, Eifel, Rheinland, Germany"
29751,"Wetterau, Berstadt, Germany"
29753,"Val dalla Siara, Medel (Lucmagn), Grisons, Switzerland"
29755,"Lisa, Ivanjica, Serbia, Yugoslavia"
29756,"Val Calanca, Rossa, Grisons, Switzerland"
29757,Firma Zeiss
29758,"Gipsgrube, Zeglingen, Basel-Landschaft, Switzerland"
29759,"Passo delle Uoci, Stromboli, Italy"
29760,"Mendig am Laacher See, Eifel, Rheinland, Germany"
29762,"Roggeli, Plasselb, Fribourg, Germany"
29766,"Island Nea Kaimeni, Greece"
29776,"West-Ufer vom Payette-See near Mc. Call, Idaho, USA"
29777,"Pizzi dei Rossi, Stampa, Grisons, Switzerland"
29778,"Quarry Promontogno, Bondo, Grisons, Switzerland"
29780,"Valun dei Rossi, Stampa, Grisons, Switzerland"
29783,"Val Fex, Sils im Engadin/Segl, Grisons, Switzerland"
29784,"Thessaloniki, Greece"
29785,"Klein Furkahorn, Realp, Uri, Switzerland"
29786,"Chriegalp-Wasserstollen, Grengiols, Valais, Switzerland"
29793,"Wadas, Indonesia"
29794,"Pelkovice, Czechoslovakia"
29799,"Florida, USA"
29800,"Alzey, Mainzerbecken, Germany"
29803,"Tampa, Florida, USA"
29804,"Valle di Ponte, Brissago, Ticino, Switzerland"
29863,"Valle di Vantarone, Brissago, Ticino, Switzerland"
29866,"Olgiasca, Lago di Como, Italy"
29939,"Colico, Lago di Como, Italy"
29968,"Kreuzberg, Plegstein, Germany"
29969,"Hewenegg, Hegau, Germany"
29971,"Muzo, Colombia"
29972,"Orinoco, Venezuela"
29973,Burma
29975,"Gornergletscher (Bodengletscher), Zermatt, Valais, Switzerland"
29976,"Wasseralfingen, Jura, Switzerland"
29977,"Beutelsbach, Remstal, Germany"
29978,"Hausäcker, Rötenbach, Germany"
29979,"Chehka, Tripoli, Lebanon"
29980,"Alta Brianca, Canzo, Como, Italy"
29981,"Sunshine, Arizona, USA"
29983,"Udaipur, India"
29984,"Zwischbergen, Valais, Switzerland"
29985,"Adit Celina, Gondo, Zwischenbergen, Valais, Switzerland"
29986,"nordwestl. Bruderholzspital, Binningen, Baselland, Switzerland"
30000,"Alp di Cristallina, Bedretto, Ticino, Switzerland"
30002,"Mutschnengia, Medel (Lucmagn), Grisons, Switzerland"
30003,"Segl Baselgia, Sils im Engadin/Segl, Grisons, Switzerland"
30006,"Ortliboden (Windgällenhütte), Silenen, Uri, Switzerland"
30019,"Astano, Ticino, Switzerland"
30022,"Le Gabiare, Vermes, Jura, Switzerland"
30023,"Pizzo di Soveltra, Chironico, Ticino, Switzerland"
30024,"Pizzo Maron, Chironico, Ticino, Switzerland"
30028,"Lago di Tom, Quinto, Ticino, Switzerland"
30032,"Quarry Schächental, Laufen, Basel-Landschaft, Switzerland"
30035,"Julierstrasse near Andeer, Grisons, Switzerland"
30036,"Gwasmet near Gross Windgällen, Unterschächen, Uri, Switzerland"
30037,"Oberalpstock, Silenen oder Griessstock, Unterschächen, Uri, Switzerland"
30039,"roter Quarry am Forstberg, Röschenz, Basel-Landschaft, Switzerland"
30040,"Val des Dix, Hérémence, Valais, Switzerland"
30041,"Serra Neire, Evolène, Valais, Switzerland"
30042,"Pipjitälli, Oberems, Valais, Switzerland"
30044,"Rothorn, Grengiols, Valais, Switzerland"
30047,"oberes Fäldbachtal, Binn, Valais, Switzerland"
30049,"Val Traversagna, Roveredo, Grisons, Switzerland"
30050,"Oberalp- od. Griessstock (Kohlplatz, Bristen), Maderanertal, Uri, Switzerland"
15398,"Siebenlohn, Freiburg"
15399,kleines Nebeltal near Schillberg
15401,"Neubau im Fichtelgebirge, Bavaria, Germany"
15404,"Tirol, Austria"
15501,"near Miask, Ilmengebirge, Ural, USSR"
15502,"Koh-e-Safed, Afghanistan"
15507,Afghanistan
15509,"Albano oder Frascati, Colli Albani near Rom, Italy"
15512,"Niedermendig am Laacher See, Eifel, Rheinland, Germany"
15520,"Kilpatrickhills, Dunbarton, Scotland, United Kingdom"
15522,"Puy-de-Marman, Auvergne, France"
15549,"Strontian Argelshire, Middle Sope"
15553,"Sewosein near Usti nad Labem (Aussig), Bohemia, Czechoslovakia"
15561,"Tjibanggala, West-Java"
15562,"Dept. Doubs, Bourgogne-Franche-Compté, France"
15566,"Central City, Colorado, USA"
15567,"Epirus, Aidelea"
15570,"Ojamo, Finland"
15572,"Bufaura-Alp, Fassatal, Tirol, Italy"
15574,"Carriacon, Westindien"
15587,"Alp Schwarzen, Tirol, Austria"
15599,"Lauteraarhorn, Guttannen, Bern, Switzerland"
15600,"Fort Victoria, Rhodesien"
15601,Dubnik
15602,"Hodalen Tellemarken, Tördal, Norway"
15604,"Cevio, Ticino, Switzerland"
15606,"Namanga-Gebirge, Tanzania"
15607,"Ljosland, Norway"
15608,"Strickland Quarry, Portland, Connecticut, USA"
15610,"Corocoro, La Paz, Bolivia"
15614,"Rio Campo, Brazil"
15615,"Black Hills, Nevada, USA"
